image_id,side,top_ratio,vertical_span,density,texture_std,green_saturation,green_dominant_ratio,grass_px
3104696489736870,left,0.4901,0.4664,0.1045,23.69,0.4754,0.8241,286065
3171533006351171,left,0.5198,0.4832,0.1123,30.77,0.5111,0.9091,307283
3193342847515454,left,0.5499,0.5124,0.1761,22.47,0.4792,0.8958,481837
3204277253113190,left,1.0,0.9427,0.0917,30.07,0.3646,0.8966,251042
3242196589269908,left,0.4965,0.246,0.1011,23.79,0.3385,0.8027,276791
3269990629842972,left,0.5232,0.4857,0.1278,21.92,0.3065,0.719,349663
33328808083430627,left,0.5025,0.4639,0.1369,26.25,0.55,0.9242,374562
3342854589210095,left,0.5188,0.4679,0.1286,31.44,0.5152,0.8786,351907
33513141465000059,left,0.5296,0.4807,0.083,30.24,0.4762,0.8381,227053
3354187268066818,left,0.5114,0.4664,0.0616,33.76,0.3678,0.7968,168519
33745680981714381,left,0.5272,0.4985,0.1335,31.86,0.3876,0.6184,365429
3420921911395480,left,0.4881,0.4496,0.1041,24.76,0.3611,0.8675,284804
3422689467880403,left,0.5336,0.496,0.094,32.04,0.4685,0.5989,257339
3422712127883033,left,0.4956,0.4541,0.1018,21.63,0.443,0.9125,278515
3449652278532239,left,0.4857,0.2554,0.0814,28.91,0.4167,0.768,222663
3537144276423401,left,0.4995,0.4625,0.1074,23.67,0.3977,0.9076,293835
3544245925730007,left,0.5025,0.4511,0.0686,28.9,0.4,0.8525,187666
3747893192012995,left,0.4886,0.4284,0.1294,19.32,0.4316,0.8168,354145
3780342608764844,left,0.4832,0.4476,0.0929,17.04,0.4583,0.8138,254135
3780417575586185,left,0.503,0.4708,0.0682,26.85,0.5149,0.8357,186516
3835609443410303,left,0.5667,0.5168,0.1602,44.75,0.3505,0.4725,438464
3851669228461074,left,0.4842,0.4437,0.0765,26.74,0.4865,0.783,209368
3866820313452639,left,0.4837,0.2184,0.0955,18.1,0.525,0.9064,261373
3931034900360161,left,0.5311,0.5049,0.1361,27.86,0.5205,0.8208,372334
4113205652324791,left,0.5963,0.5667,0.065,36.97,0.4737,0.5482,177998
4124858381178179,left,0.4778,0.4407,0.0751,28.91,0.5294,0.7493,205568
4143531819296326,left,0.4802,0.2574,0.0967,17.57,0.506,0.8385,264564
4148850018762892,left,0.4842,0.4298,0.0296,37.56,0.3871,0.4161,81078
4177067155891740,left,0.4946,0.4941,0.1066,25.78,0.5102,0.7937,291601
4221476841450544,left,0.5336,0.502,0.1328,37.29,0.4505,0.8095,363502
4233532136899053,left,0.4867,0.4486,0.0576,19.6,0.4286,0.9563,157685
4234344016832144,left,0.4827,0.206,0.0335,33.05,0.3016,0.6147,91658
4236866639909907,left,0.4748,0.3839,0.0051,29.08,0.3543,0.1458,13857
4250825518501653,left,0.5296,0.4783,0.1451,32.05,0.4348,0.924,397188
4251259025148910,left,0.4807,0.4417,0.0506,31.46,0.3485,0.5945,138500
4269472303325068,left,0.4817,0.4639,0.0889,21.84,0.4545,0.8301,243283
4270470343222418,left,0.5232,0.4891,0.1567,30.33,0.4143,0.7426,428874
4271586993155109,left,0.4906,0.4629,0.1258,24.53,0.5978,0.9287,344370
4279574429036511,left,0.496,0.4185,0.0825,32.38,0.3521,0.7936,225816
4281526462100918,left,0.543,0.503,0.1578,28.98,0.5556,0.8858,431687
4293511804128836,left,0.499,0.4679,0.0367,35.11,0.3333,0.4421,100427
4313029822241818,left,0.5252,0.4684,0.1175,28.52,0.3529,0.8552,321665
4318195948417790,left,0.5138,0.2658,0.0363,35.15,0.3134,0.7056,99359
4336135309965173,left,0.5351,0.5059,0.1275,24.17,0.5556,0.6999,348844
4339624979615829,left,0.6853,0.6319,0.2015,32.13,0.2816,0.4592,551466
4378914702378975,left,0.5074,0.4595,0.0342,21.54,0.3333,0.4448,93495
4390629097831496,left,0.4995,0.1961,0.0029,34.53,0.1506,0.4748,7891
4394130860815894,left,0.5573,0.5242,0.0416,34.08,0.3611,0.4406,113726
4458581757694788,left,0.5089,0.167,0.054,30.5,0.3085,0.5156,147739
4502120300019880,left,0.5173,0.4768,0.1564,24.47,0.5652,0.9138,427929
4551722308478078,left,0.5336,0.5331,0.1336,27.25,0.5,0.8892,365454
4579844412299098,left,0.5499,0.5,0.1056,31.5,0.4757,0.9033,289079
4913397228887113,left,0.5371,0.499,0.1046,33.22,0.4722,0.8648,286228
4981647052062536,left,0.5188,0.462,0.0771,18.13,0.5349,0.7745,210983
669938902797634,left,0.4995,0.3992,0.0963,40.03,0.3924,0.9001,263592
683414851428765,left,0.5741,0.538,0.1422,34.37,0.4423,0.5733,389111
704800292569258,left,0.4906,0.2248,0.0656,34.28,0.4384,0.7527,179624
705936799122000,left,0.4862,0.4644,0.1186,18.18,0.45,0.9012,324659
706885022358508,left,0.4867,0.42,0.0652,22.15,0.381,0.7514,178409
707973002251495,left,0.498,0.4437,0.1429,17.45,0.4478,0.9218,391156
709117545466156,left,0.4862,0.4481,0.1182,18.32,0.5278,0.9145,323492
721572610833154,left,0.625,0.5968,0.1731,33.3,0.2778,0.4665,473546
725038840464655,left,0.4951,0.4392,0.1012,20.05,0.3676,0.6568,276994
725848043695914,left,0.497,0.4664,0.1137,28.99,0.5,0.7902,311021
725897310374625,left,0.5351,0.4862,0.1493,32.05,0.4085,0.8841,408483
725996063702259,left,0.4946,0.4654,0.1051,28.75,0.5313,0.8098,287682
730192739883112,left,0.5109,0.4812,0.1149,27.04,0.5952,0.9095,314336
730227719887771,left,0.5059,0.4773,0.0957,22.16,0.5333,0.8715,261749
731038343127085,left,0.5499,0.5168,0.069,28.86,0.4932,0.5848,188708
732908866263448,left,0.5188,0.4264,0.0772,29.77,0.3494,0.8769,211350
733541009818888,left,0.4797,0.2154,0.0288,36.91,0.3153,0.554,78864
734749159406182,left,0.6418,0.6186,0.123,26.28,0.4179,0.5825,336473
735835632609466,left,0.5326,0.4911,0.0635,28.77,0.3797,0.6378,173696
738252362688192,left,0.4931,0.4926,0.1012,25.06,0.4615,0.8336,276967
739171035581230,left,0.5069,0.1334,0.0389,22.84,0.4667,0.9203,106495
739277652583996,left,0.4847,0.4219,0.0811,19.59,0.4396,0.8844,221995
741164925341216,left,0.5356,0.4916,0.1499,27.01,0.4684,0.8734,410085
741579452362318,left,0.4946,0.2036,0.0487,32.99,0.3861,0.8413,133235
743717461730776,left,0.5543,0.5178,0.1248,36.56,0.4727,0.8786,341637
743860451691243,left,0.5296,0.5005,0.1351,30.28,0.487,0.8714,369774
744818428323140,left,0.4985,0.4718,0.0926,26.12,0.5065,0.8354,253411
745087365340549,left,0.5232,0.4812,0.1309,29.17,0.3553,0.5591,358263
752698047883079,left,0.5627,0.5252,0.144,24.59,0.473,0.6526,394170
753419470696491,left,0.5351,0.4975,0.168,42.43,0.4444,0.8036,459643
753847067763219,left,0.5138,0.4896,0.1681,23.26,0.5088,0.7883,460123
756141167538197,left,0.5178,0.4649,0.1285,23.32,0.4579,0.9061,351585
759419547204541,left,0.5099,0.418,0.0327,26.52,0.3205,0.7144,89448
761763966944879,left,0.501,0.4516,0.0941,28.76,0.3793,0.8138,257450
762336393038066,left,0.5049,0.4733,0.0897,25.56,0.4157,0.8323,245451
764933119986483,left,0.6265,0.5894,0.0708,38.15,0.4062,0.6019,193804
766163502633293,left,0.5124,0.4763,0.1049,20.95,0.4286,0.8782,287170
766470056495805,left,0.5702,0.5114,0.1049,38.56,0.5,0.6338,286987
766808729774246,left,0.5212,0.4896,0.1256,34.38,0.5122,0.8586,343563
768560532392268,left,0.4926,0.4457,0.0823,26.26,0.5,0.9451,225207
768671876252120,left,0.5553,0.5168,0.1578,37.21,0.5238,0.8665,431694
769264602280189,left,0.4872,0.2322,0.081,26.06,0.3117,0.7759,221756
769895578888204,left,0.5588,0.538,0.16,40.14,0.4713,0.8074,437900
772062852617587,left,0.5148,0.4788,0.0989,25.85,0.4795,0.8522,270509
775857785537908,left,0.4862,0.4412,0.0725,20.01,0.625,0.9691,198497
776289251497976,left,0.4832,0.1848,0.0341,16.71,0.3667,0.8421,93296
776506228144554,left,0.5341,0.5025,0.1455,32.83,0.5333,0.9004,398214
777354485420738,left,0.5059,0.4694,0.0926,19.1,0.4844,0.8152,253491
778826955230634,left,0.4822,0.2703,0.1136,16.72,0.4872,0.9494,310870
780310031763691,left,0.5692,0.5316,0.1461,26.65,0.5185,0.8456,399745
780378168408596,left,0.5375,0.5044,0.1026,28.97,0.5517,0.7873,280632
782836467450257,left,0.5074,0.4634,0.0944,22.35,0.4667,0.9344,258284
783636614024919,left,0.5292,0.4857,0.1089,32.85,0.4677,0.8459,298000
787514631032202,left,0.5296,0.4847,0.1572,28.47,0.5238,0.8692,430108
788008950976723,left,0.5257,0.4936,0.1234,34.77,0.5192,0.8327,337695
788960080881077,left,0.5005,0.457,0.1208,22.26,0.3014,0.5182,330492
802277612872346,left,0.5257,0.4708,0.0317,30.92,0.3594,0.5475,86706
809490988772221,left,0.4649,0.33,0.0304,39.76,0.3039,0.6265,83306
812368751814751,left,0.5504,0.5217,0.159,32.9,0.5,0.8546,434987
812598981798057,left,0.5647,0.3463,0.1298,33.06,0.5111,0.8528,355186
815308131535296,left,0.5,0.4066,0.0422,29.23,0.2424,0.8232,115570
817247831367173,left,0.5,0.4422,0.0593,31.13,0.3214,0.7533,162345
818237400674947,left,0.504,0.4797,0.0551,33.34,0.4146,0.4845,150771
820352581059181,left,0.5163,0.4783,0.1355,21.23,0.5155,0.8729,370657
820765401012988,left,0.504,0.4708,0.1128,27.75,0.3226,0.5606,308602
822606180827461,left,0.5652,0.5445,0.1102,25.36,0.4062,0.382,301591
823016854123839,left,0.5089,0.2693,0.0906,30.42,0.3958,0.6295,247938
824049470664405,left,0.4926,0.4541,0.1247,21.99,0.45,0.934,341125
825440233878933,left,0.4872,0.4575,0.0771,22.56,0.4167,0.8969,210880
826447323739922,left,0.5005,0.5,0.0587,23.69,0.3789,0.6937,160707
827086683638668,left,0.5583,0.5138,0.1036,45.54,0.3645,0.5837,283453
829269450171125,left,0.4827,0.4822,0.0762,30.78,0.3621,0.4144,208409
832433259841820,left,0.4832,0.4392,0.0456,31.26,0.3247,0.7675,124711
833166113099392,left,0.5539,0.5178,0.0462,37.88,0.3871,0.385,126440
834593096218764,left,0.4941,0.3883,0.0634,36.94,0.3651,0.6313,173363
834905229531696,left,0.5267,0.1966,0.0821,33.85,0.4478,0.8846,224725
838522419233683,left,0.5721,0.5336,0.1915,23.95,0.4535,0.7621,524089
838875735782466,left,0.5267,0.4886,0.1077,28.26,0.4727,0.7712,294605
840378558960771,left,0.4837,0.4466,0.1045,20.3,0.5556,0.9062,286031
846056184934419,left,0.4812,0.4373,0.083,29.2,0.4286,0.8428,227063
853309764370593,left,0.4926,0.4921,0.1035,26.63,0.5172,0.8388,283353
853329650843806,left,0.5188,0.4975,0.1109,29.85,0.5763,0.959,303582
856875840572599,left,0.5667,0.5203,0.1763,25.02,0.3396,0.6538,482449
857620697267253,left,0.4867,0.457,0.1021,17.81,0.4819,0.8337,279391
859315216980472,left,0.5613,0.5143,0.13,27.43,0.4894,0.9964,355725
859478193557137,left,0.501,0.4664,0.0414,33.16,0.3739,0.8065,113325
860079123683167,left,0.5059,0.4773,0.1414,26.89,0.3704,0.7617,386968
862613369732220,left,0.5049,0.4654,0.1027,28.72,0.315,0.7509,280962
862925006638470,left,0.4886,0.4541,0.033,22.67,0.3148,0.542,90385
863443923345163,left,0.5173,0.4797,0.1441,22.12,0.3663,0.7357,394325
864070806605516,left,0.5489,0.5232,0.1286,38.47,0.4494,0.8687,351987
864814853096805,left,0.5257,0.4965,0.0969,25.91,0.5405,0.8848,265055
865658012909007,left,0.5188,0.4308,0.0796,31.13,0.35,0.8698,217827
867288472733249,left,0.4995,0.2959,0.1423,15.7,0.4615,0.8447,389438
867488419501523,left,0.6749,0.6546,0.1314,38.52,0.4245,0.6494,359699
867771506149754,left,0.4857,0.4457,0.1187,25.1,0.4444,0.8876,324751
867815042544173,left,0.4852,0.4254,0.0442,39.44,0.3818,0.6103,121087
868289999506142,left,0.5578,0.5573,0.0834,20.85,0.36,0.6695,228281
869418229167168,left,0.4936,0.3982,0.0564,30.08,0.2917,0.7676,154445
869626152659945,left,0.4936,0.4501,0.0942,20.24,0.4038,0.802,257674
869688112493061,left,0.5504,0.5272,0.0825,25.73,0.4074,0.7192,225836
870633559043213,left,0.5094,0.4881,0.16,23.14,0.525,0.8451,437873
870854859149469,left,0.4792,0.4536,0.0889,20.96,0.381,0.8875,243202
871183052310422,left,0.6166,0.58,0.11,32.75,0.3571,0.2603,301059
871341622484180,left,0.5212,0.5208,0.1247,26.03,0.5333,0.8815,341152
872316835553003,left,0.4906,0.4313,0.0591,36.58,0.4375,0.696,161750
872796592202026,left,0.4867,0.4234,0.0951,26.8,0.3962,0.9702,260274
873222258842108,left,0.5188,0.4491,0.033,40.54,0.3784,0.7127,90356
873934735542198,left,0.4916,0.2327,0.0376,34.73,0.3654,0.3726,102831
874194272269704,left,0.498,0.4664,0.0905,28.95,0.3704,0.9246,247525
874727728814249,left,0.5049,0.3113,0.0142,24.25,0.4353,0.7043,38801
874876991843499,left,0.5272,0.4906,0.1593,21.48,0.5417,0.8941,435935
874926071848551,left,0.5524,0.5469,0.1625,29.1,0.5323,0.7904,444742
875035168637325,left,0.5642,0.541,0.1564,28.18,0.5275,0.8261,427880
875338575368044,left,0.5064,0.4733,0.0609,25.09,0.3093,0.7456,166658
875898345258159,left,0.5252,0.4674,0.0963,29.5,0.4321,0.703,263387
876050545027191,left,0.5069,0.2589,0.0978,23.98,0.3038,0.7,267692
876090301798756,left,0.4867,0.3987,0.0347,32.88,0.3804,0.3552,94948
876263124998125,left,0.4921,0.4002,0.0376,26.19,0.2833,0.7666,102891
876356828607956,left,0.4768,0.4447,0.0565,28.05,0.473,0.622,154687
877196918358219,left,0.4891,0.4545,0.1041,22.13,0.3971,0.7447,284885
877201288479684,left,0.5059,0.4728,0.1097,27.45,0.3721,0.6536,300076
877662708503890,left,0.5534,0.5084,0.1301,20.25,0.5161,0.8199,356009
877740858334046,left,0.496,0.1907,0.0413,27.05,0.3958,0.6938,113104
879000634749958,left,0.5464,0.502,0.1148,45.93,0.3881,0.7082,314272
879490978124197,left,0.4832,0.4397,0.1028,20.43,0.507,0.8675,281219
879541654658360,left,0.5252,0.4896,0.1401,27.54,0.4043,0.9049,383449
880122781542846,left,0.4832,0.4605,0.0938,20.71,0.5067,0.8817,256705
880261661428597,left,0.4872,0.4545,0.1169,21.79,0.3608,0.6728,319962
880452338286992,left,0.4921,0.461,0.0644,20.84,0.3529,0.8248,176304
880546301540353,left,0.4788,0.4585,0.0886,31.6,0.4167,0.7817,242530
880884658164388,left,0.538,0.5124,0.1101,23.91,0.5429,0.8997,301302
881188421383719,left,0.5099,0.4763,0.0543,26.63,0.3516,0.6414,148719
881550861345165,left,0.4723,0.3814,0.0468,29.18,0.3186,0.6456,128101
882535064523437,left,0.5054,0.455,0.1294,25.52,0.3163,0.6934,354091
882970197669521,left,0.5252,0.4842,0.1293,27.16,0.4355,0.9555,353930
883714951034222,left,0.6739,0.6527,0.1085,26.5,0.431,0.632,296887
883877191235318,left,0.5588,0.5069,0.0986,19.89,0.5213,0.8051,269826
884220704014710,left,0.4862,0.4333,0.1025,22.62,0.381,0.848,280549
884553921142728,left,0.502,0.4491,0.0564,16.33,0.3692,0.6973,154299
884671634368821,left,0.5163,0.4881,0.1235,21.16,0.2987,0.7766,337816
884685654143069,left,0.4881,0.4476,0.1279,18.17,0.4571,0.8393,350093
884920933917013,left,0.5128,0.4812,0.1589,19.52,0.4571,0.7725,434790
885676217517741,left,0.5539,0.5168,0.1677,23.35,0.5714,0.8825,458896
885764073940853,left,0.5672,0.5242,0.1312,31.21,0.5,0.8112,358969
885787614153590,left,0.5702,0.5301,0.1054,50.25,0.3763,0.6336,288338
886356524368498,left,1.0,0.9629,0.1044,26.4,0.4118,0.8823,285686
888040550803360,left,0.5262,0.5257,0.1013,25.58,0.5652,0.9611,277133
888112937402147,left,0.4896,0.4713,0.0543,26.69,0.4259,0.5894,148696
888313200457810,left,0.5499,0.3384,0.126,29.67,0.5556,0.9237,344678
888785626969558,left,0.5015,0.4501,0.0855,22.73,0.4762,0.9137,233918
888991490388805,left,0.5128,0.4753,0.0959,31.09,0.4959,0.8959,262453
890241933381798,left,0.4926,0.4615,0.0926,20.39,0.3861,0.6707,253323
890252827296600,left,0.4827,0.4822,0.0968,23.45,0.3704,0.8148,264886
890327440214527,left,0.5178,0.4654,0.0529,28.34,0.46,0.6863,144844
890431073534517,left,0.5084,0.457,0.1097,32.85,0.3909,0.8003,300264
890570906902228,left,1.0,0.957,0.1076,27.63,0.4182,0.8084,294315
890719746699488,left,0.5178,0.4857,0.0819,25.54,0.4328,0.8098,224190
891015956773950,left,0.4758,0.1299,0.0097,43.82,0.3023,0.8026,26470
891167213503995,left,0.5272,0.4862,0.1608,36.0,0.4551,0.8399,440077
891263326933285,left,0.4837,0.2396,0.037,28.37,0.2308,0.5794,101270
891500126691324,left,0.4842,0.4106,0.0772,27.57,0.5,0.902,211308
892588013733178,left,0.4867,0.4595,0.0772,26.89,0.4369,0.4843,211294
892727883232300,left,0.4985,0.462,0.139,19.81,0.4943,0.9077,380440
893224826397715,left,0.5716,0.5227,0.153,33.09,0.4714,0.7324,418662
894892679901423,left,0.5341,0.4931,0.0861,24.22,0.4689,0.845,235617
895418486374742,left,0.5296,0.4718,0.0683,32.6,0.3636,0.6452,186847
895726659617793,left,0.5114,0.4783,0.1242,22.42,0.5862,0.8991,339994
895988006738470,left,0.5277,0.4723,0.107,41.53,0.358,0.7001,292680
896137263353358,left,0.5267,0.4822,0.1603,27.06,0.4835,0.8092,438763
897823495992129,left,0.5128,0.4689,0.1474,24.32,0.5441,0.8835,403475
898415152564471,left,0.5657,0.5356,0.1755,46.86,0.3929,0.6418,480250
898733102635421,left,0.5099,0.2732,0.1121,16.65,0.4333,0.8316,306863
898865022651215,left,0.543,0.497,0.1169,42.14,0.4516,0.5609,319808
898988149280647,left,0.5277,0.4881,0.1149,26.53,0.6017,0.9094,314442
899113095937471,left,0.4867,0.4491,0.1076,20.78,0.3407,0.4762,294341
899343952485663,left,0.5282,0.4615,0.0797,32.99,0.4051,0.8501,218007
899872859193208,left,0.4847,0.4516,0.0398,27.29,0.3793,0.4061,108907
901089792462068,left,0.4738,0.4343,0.0346,30.58,0.3889,0.7453,94639
901199622295764,left,0.4669,0.375,0.0024,20.07,0.3636,0.0445,6627
901846948883841,left,0.4926,0.4718,0.0734,27.21,0.3782,0.5506,200939
902281576079201,left,0.4708,0.419,0.038,35.12,0.3043,0.5012,104007
902347535779385,left,0.4891,0.4239,0.0546,25.83,0.5,0.8825,149465
903560535445437,left,0.5049,0.4417,0.0925,29.4,0.562,0.8655,253236
904379105292943,left,0.5469,0.5356,0.1118,26.81,0.4324,0.5652,306042
904509078701449,left,0.5203,0.4748,0.0601,26.63,0.3409,0.8389,164471
904728885368409,left,0.5336,0.4847,0.1465,36.71,0.3824,0.5251,400776
904886508674311,left,0.5119,0.4625,0.0922,23.14,0.3426,0.8796,252332
904975705443477,left,0.4728,0.2253,0.0295,38.84,0.2806,0.4571,80596
905140338537139,left,0.4881,0.4308,0.0121,34.51,0.3358,0.3057,33140
905586808821160,left,0.5548,0.5252,0.1032,36.97,0.6,0.8799,282294
905782738477389,left,0.5301,0.4659,0.1416,20.18,0.5465,0.9238,387492
906260522359687,left,0.4906,0.4348,0.0335,36.86,0.3364,0.6397,91780
906548158543065,left,0.4921,0.4461,0.1148,28.27,0.4314,0.9358,314242
907125672319285,left,0.499,0.4713,0.0753,34.7,0.4098,0.7476,206137
907264018369877,left,0.5301,0.5025,0.1404,28.84,0.4727,0.9359,384231
907604095040331,left,0.5104,0.4738,0.092,26.17,0.3736,0.7775,251829
908071511624203,left,0.5217,0.4674,0.1547,28.17,0.4,0.8951,423459
908283241698206,left,0.5198,0.4778,0.1362,21.23,0.4219,0.8008,372665
908377648525423,left,0.4867,0.4536,0.0655,27.67,0.2875,0.5875,179344
909138584952625,left,0.5104,0.4847,0.0899,20.2,0.44,0.8844,245901
909346638269580,left,0.5044,0.4644,0.0925,28.13,0.4756,0.881,253213
909588888729906,left,0.5553,0.4802,0.1589,33.98,0.48,0.8391,434910
909806631434334,left,0.5292,0.4881,0.0914,30.77,0.4468,0.7489,250120
911654724549057,left,0.4946,0.4605,0.0257,32.31,0.3519,0.7855,70273
911692355369091,left,0.5914,0.5716,0.1677,23.35,0.4062,0.354,458980
911843531350415,left,0.4921,0.2164,0.0331,37.61,0.3364,0.5994,90449
911858617950420,left,0.4872,0.457,0.0511,29.04,0.4567,0.4278,139899
911962128182143,left,0.5385,0.501,0.1434,43.36,0.3911,0.8055,392387
912177188010816,left,0.498,0.4496,0.059,29.19,0.3256,0.8019,161448
912502594795629,left,0.502,0.4639,0.1204,21.42,0.4444,0.8963,329558
913540747871783,left,0.501,0.4491,0.0898,23.64,0.3582,0.8755,245785
913906134308823,left,0.5035,0.4437,0.0982,21.89,0.3291,0.6399,268804
914420094495242,left,0.4812,0.2223,0.0493,19.46,0.5075,0.9491,135019
914810257907185,left,0.5336,0.4906,0.1518,26.78,0.439,0.8267,415369
914852261228471,left,0.4827,0.4259,0.0524,27.71,0.2593,0.8521,143432
915184077513956,left,0.5025,0.461,0.1118,37.21,0.4309,0.7137,305842
915545361008671,left,0.4728,0.4185,0.0365,30.74,0.3514,0.3226,99915
915977934198338,left,0.4985,0.4625,0.1314,23.77,0.3789,0.9353,359524
916934590684854,left,0.4911,0.4585,0.081,22.46,0.4719,0.7488,221708
917258457324156,left,0.5272,0.5044,0.1166,27.57,0.381,0.6626,319048
917672970689568,left,0.5341,0.4822,0.0857,34.15,0.3947,0.6448,234562
917766387288117,left,0.5242,0.5237,0.114,34.62,0.3563,0.8202,311958
918801654137525,left,0.5608,0.5242,0.1584,46.97,0.3594,0.7252,433579
919019693810045,left,0.4792,0.4145,0.0051,27.16,0.4225,0.685,13873
920528213875565,left,0.5005,0.4758,0.1028,22.9,0.4524,0.8611,281346
920696376958513,left,0.5553,0.5272,0.1692,37.54,0.4225,0.7555,462894
921284913708758,left,0.6344,0.5543,0.0542,30.28,0.4474,0.681,148394
922351420302817,left,0.545,0.497,0.1358,32.58,0.5063,0.8931,371495
922667660096543,left,0.5064,0.4817,0.1568,21.85,0.4528,0.871,429119
922965443561745,left,0.4847,0.4842,0.0884,26.78,0.4375,0.7864,241896
923680333510674,left,0.4975,0.4758,0.1226,21.03,0.5524,0.8837,335575
924780280111450,left,0.4822,0.2184,0.0878,20.93,0.3617,0.8939,240132
924833386652295,left,0.4881,0.4629,0.1414,21.37,0.4545,0.765,386930
924859386888779,left,0.4827,0.4466,0.0745,25.74,0.4242,0.8041,203917
926256633066657,left,0.4847,0.4708,0.0862,24.0,0.4675,0.8338,235989
927311799628456,left,0.4941,0.4027,0.0459,26.3,0.3291,0.8151,125507
928753649591229,left,1.0,0.8187,0.1623,36.87,0.4406,0.8247,444153
928756092985594,left,0.4891,0.461,0.0828,18.22,0.4658,0.855,226469
929749689723996,left,0.5124,0.4896,0.1371,25.05,0.3761,0.5483,375118
930022269348269,left,0.5198,0.4679,0.1306,34.23,0.3958,0.8222,357461
931194472570947,left,0.5296,0.4941,0.0937,31.59,0.5362,0.9069,256380
931535482543537,left,0.5109,0.2159,0.0981,32.79,0.3474,0.8751,268579
932702896080912,left,0.5035,0.2352,0.0987,18.01,0.439,0.9279,270188
933982593137034,left,0.4827,0.457,0.1012,24.69,0.5312,0.8526,276960
934090222281174,left,0.5326,0.4743,0.1359,33.17,0.4127,0.9367,371774
935029322420905,left,0.4901,0.4896,0.0576,21.63,0.3846,0.5027,157639
935183252296336,left,0.4951,0.4629,0.1408,19.38,0.4091,0.8674,385332
936466612055619,left,0.4956,0.2238,0.0924,17.69,0.4091,0.9723,252716
936697108682884,left,0.4951,0.4946,0.1044,19.94,0.4366,0.7404,285567
938253245300592,left,0.5494,0.5222,0.1078,29.59,0.5568,0.8776,295100
938292119373281,left,0.5188,0.2925,0.0909,36.12,0.4,0.5074,248728
944981745368039,left,0.4827,0.1413,0.0025,38.93,0.2843,0.5973,6866
949134790819169,left,0.4926,0.4723,0.1088,31.46,0.3333,0.7683,297770
953638180326391,left,0.4867,0.2732,0.0809,18.1,0.4643,0.8579,221463
961759896363037,left,0.5109,0.4788,0.094,30.99,0.5,0.8624,257327
974716778583523,left,0.503,0.4669,0.099,22.71,0.4828,0.848,270939
981884341675256,left,0.5193,0.2866,0.1241,29.38,0.5,0.869,339607
982653798265555,left,0.4906,0.4659,0.0644,18.5,0.4286,0.902,176177
997574050097130,left,0.5336,0.496,0.1407,31.95,0.5455,0.956,385065
1008889955635626,right,0.5064,0.5059,0.2735,21.72,0.5897,0.9509,748398
1045168061140704,right,0.502,0.5015,0.1689,21.17,0.5313,0.97,462138
1055448070102819,right,0.5375,0.377,0.0872,19.05,0.2941,0.4576,238693
1056069086705088,right,0.499,0.4857,0.2007,21.56,0.5957,0.9795,549195
1061897109426260,right,0.5652,0.5647,0.2209,34.09,0.5065,0.9391,604434
1071336918472021,right,0.5005,0.3152,0.1258,27.9,0.3433,0.4811,344150
1110095851142186,right,0.6329,0.5064,0.2368,30.75,0.5909,0.9656,647950
1114309697382267,right,0.4876,0.3878,0.1062,25.18,0.3043,0.9463,290689
1133639458707324,right,0.538,0.3048,0.0765,35.96,0.3796,0.5272,209335
1135389745190695,right,0.4916,0.331,0.1046,30.35,0.3462,0.6241,286158
1140620187979882,right,0.5306,0.4501,0.1834,33.23,0.5862,0.9704,501756
1142393844638307,right,0.538,0.4699,0.2168,33.42,0.4925,0.9694,593142
1153001913380843,right,0.5227,0.5148,0.2015,24.39,0.4468,0.9532,551318
1162798089012270,right,0.5578,0.4111,0.2176,24.51,0.375,0.92,595473
1163408215620456,right,0.5553,0.417,0.2113,18.73,0.4872,0.9374,578190
1165943888734077,right,0.5489,0.3928,0.1934,25.93,0.5046,0.9571,529102
1171938791419175,right,0.4965,0.3483,0.0968,24.24,0.3478,0.5837,264855
1173969511565177,right,0.5603,0.4926,0.1871,22.32,0.5952,0.9904,511960
1175049168042736,right,0.502,0.3458,0.1349,19.16,0.3684,0.8897,369071
1175291678091752,right,0.4985,0.3463,0.1106,25.73,0.5714,0.7834,302750
1176552691129952,right,0.5618,0.4872,0.2371,33.86,0.537,0.9164,648694
1176623484496491,right,0.5514,0.4205,0.1794,24.4,0.4407,0.6851,490988
1179609510641120,right,0.539,0.1161,0.0888,23.61,0.5286,0.8025,243096
1181803960363422,right,0.4649,0.2164,0.0079,37.95,0.3125,0.024,21496
1187018473600045,right,0.5613,0.5133,0.1482,23.29,0.2981,0.801,405409
1188461000025104,right,0.4886,0.4629,0.0603,27.38,0.2875,0.3896,164970
1189586202905981,right,0.5958,0.5069,0.2264,23.04,0.4795,0.6726,619494
1190229803225178,right,0.5998,0.5188,0.2234,29.14,0.3936,0.8317,611268
1192324733072700,right,0.6546,0.5514,0.1813,25.88,0.5909,0.9019,496252
1192386179628801,right,0.5247,0.5242,0.1265,23.57,0.4051,0.8115,346034
1192615593033672,right,0.5474,0.4639,0.2243,25.09,0.4787,0.9193,613917
1193907106267199,right,0.5455,0.4427,0.1819,27.42,0.3431,0.6055,497835
1194122639370727,right,0.502,0.4165,0.1884,31.02,0.4711,0.8082,515625
1194151126161377,right,0.5697,0.5692,0.2495,34.6,0.5316,0.9268,682694
1195356732796077,right,0.5188,0.4081,0.1964,28.97,0.48,0.8786,537489
1197147825862299,right,0.5845,0.4847,0.1923,20.75,0.4062,0.7517,526108
1197920609170133,right,0.5366,0.3849,0.1637,22.52,0.5263,0.8747,448070
