image_id,side,top_ratio,vertical_span,density,texture_std,green_saturation,green_dominant_ratio,grass_px
1523531765397814,left,0.5371,0.4946,0.1373,40.88,0.4375,0.8594,375722
1525901558483169,left,0.4941,0.4506,0.12,28.81,0.416,0.7034,328397
1528077598651560,left,0.5331,0.4842,0.1487,22.66,0.4688,0.9017,407020
1528093431629030,left,1.0,0.9491,0.1545,36.33,0.4151,0.8241,422790
1532687121321293,left,0.5484,0.5198,0.1562,36.31,0.4667,0.852,427462
1533515557738702,left,0.497,0.4718,0.055,25.02,0.268,0.9179,150389
1535613974217835,left,0.504,0.4669,0.1435,30.16,0.4138,0.8552,392595
1536667720878594,left,0.5316,0.4916,0.1575,35.75,0.3544,0.6548,431014
1537164404005524,left,0.4921,0.4486,0.0854,18.53,0.4747,0.9295,233828
1538364580578263,left,0.4936,0.4545,0.1258,26.37,0.4796,0.8584,344268
1538652677230429,left,0.5109,0.4812,0.0606,53.69,0.322,0.5687,165874
1542459003686150,left,0.4926,0.456,0.0448,33.04,0.4286,0.4801,122661
1543660760195066,left,0.5845,0.5282,0.0928,27.54,0.4778,0.7859,253818
1543973606883737,left,1.0,0.9234,0.137,18.74,0.4412,0.8811,374836
1545352160924489,left,0.5104,0.4812,0.0773,26.1,0.4909,0.7571,211485
1548434216447726,left,0.4951,0.2184,0.0514,36.44,0.41,0.6642,140634
1548725606381641,left,0.4946,0.4654,0.0902,19.95,0.3714,0.8329,246912
1551429212813439,left,0.5059,0.2841,0.1123,23.16,0.3398,0.7803,307348
1551874459431901,left,0.5227,0.4822,0.1419,30.71,0.4833,0.8859,388171
1552911372595880,left,0.4881,0.455,0.0767,20.47,0.2892,0.5782,209790
1554569835819578,left,0.4842,0.2144,0.0231,40.85,0.313,0.5248,63310
1554631779097375,left,0.5198,0.5193,0.0595,22.86,0.3478,0.62,162730
1556548662304258,left,0.5212,0.4615,0.0599,34.06,0.3714,0.8232,163857
1557173545349441,left,0.5222,0.4817,0.1596,32.28,0.3958,0.8337,436603
1559043818713284,left,0.5119,0.4432,0.0582,31.47,0.375,0.8425,159255
1561335355175392,left,0.504,0.2451,0.096,19.55,0.4167,0.9573,262595
1564010848201897,left,0.5455,0.5049,0.1261,24.6,0.5577,0.7981,344976
1564557954588605,left,0.499,0.4575,0.0387,33.06,0.5128,0.5998,106006
1566155707960225,left,0.5252,0.3197,0.1586,21.33,0.5,0.8847,434076
1566362787936218,left,0.4792,0.4422,0.0813,28.67,0.3143,0.5691,222423
1566962201207726,left,0.5227,0.4832,0.0492,43.21,0.4062,0.7031,134616
1567386371152703,left,0.4753,0.4457,0.0546,29.81,0.4773,0.6238,149336
1568057677948499,left,0.5316,0.2895,0.0726,40.39,0.383,0.7559,198693
1568499914299835,left,0.5366,0.5361,0.1757,25.63,0.3947,0.4042,480791
1569459370957937,left,0.5237,0.4575,0.0897,28.81,0.4819,0.8451,245342
1571692260826396,left,0.5153,0.4788,0.1132,23.15,0.5625,0.8755,309730
1573044960611029,left,0.4773,0.4768,0.1064,30.29,0.3833,0.7113,291025
1573799717263909,left,0.5217,0.2708,0.0561,34.52,0.3115,0.7357,153422
1575493180156298,left,0.5272,0.4886,0.1414,22.81,0.3125,0.6148,386814
1575601160329293,left,0.5415,0.5005,0.0757,38.82,0.3934,0.7864,207228
1577829406874181,left,0.4807,0.4289,0.0545,28.41,0.4348,0.8965,149084
1578998233521126,left,0.4946,0.4659,0.1375,24.79,0.5147,0.8673,376261
1579494726430621,left,0.5558,0.5217,0.141,25.47,0.5116,0.5241,385878
1580823789525834,left,0.4911,0.456,0.1274,25.77,0.4419,0.937,348605
1582861549505518,left,0.5222,0.4896,0.0824,25.49,0.3861,0.7118,225413
1583456702921739,left,0.4906,0.4264,0.0491,19.32,0.4865,0.765,134462
1583457869657348,left,0.543,0.5425,0.1696,29.84,0.3784,0.6528,464028
1583635279312945,left,0.4783,0.4516,0.0799,21.73,0.4167,0.8757,218507
1583919222851452,left,0.539,0.5104,0.1557,27.72,0.4513,0.8633,426144
1585054409376410,left,0.497,0.46,0.0692,32.88,0.3583,0.7598,189259
1585200999291619,left,0.5217,0.46,0.0826,22.43,0.3953,0.8912,226063
1590257122173465,left,0.4797,0.4432,0.0969,24.89,0.5208,0.8485,265200
1590671965904630,left,0.497,0.4713,0.1099,25.03,0.4474,0.891,300740
1594214201617908,left,0.4847,0.3928,0.0847,19.04,0.3944,0.8614,231693
1594457701685465,left,0.5227,0.4758,0.1091,22.33,0.4103,0.884,298612
1595776441666614,left,0.5361,0.5044,0.1701,22.23,0.5556,0.8491,465372
1597692631513841,left,0.5296,0.3123,0.1464,26.72,0.4909,0.8775,400655
1598320017846782,left,0.5104,0.4862,0.1012,28.68,0.439,0.7695,276804
1598545597855504,left,0.5543,0.5,0.1579,40.63,0.525,0.852,432120
1599140694452189,left,0.5193,0.4906,0.0853,26.42,0.4661,0.7176,233301
1599550847893022,left,0.5079,0.1566,0.0624,22.94,0.3793,0.9631,170721
1601193541193330,left,1.0,0.9555,0.0567,41.8,0.3692,0.3899,155159
1601338627539599,left,0.4842,0.4432,0.0868,20.88,0.49,0.8415,237657
1602030534235537,left,0.4827,0.4486,0.0893,18.93,0.4074,0.8643,244425
1602281441131772,left,0.5143,0.4545,0.1028,28.5,0.4444,0.8706,281229
1603332887692599,left,0.4817,0.4516,0.0725,21.32,0.3929,0.9302,198319
1604341417270115,left,0.456,0.1675,0.0071,43.33,0.25,0.5065,19341
1605236273826215,left,0.5326,0.4965,0.1669,20.02,0.5056,0.9098,456791
1606371953702237,left,0.4921,0.4373,0.056,29.72,0.3418,0.6844,153248
1606522100544541,left,0.5316,0.5049,0.0974,31.87,0.5133,0.711,266426
1607507037264040,left,0.5267,0.4718,0.0919,30.58,0.443,0.7869,251572
1608128223651111,left,0.5534,0.5005,0.1395,36.33,0.3039,0.4639,381654
1608952960259935,left,0.4941,0.4585,0.1367,22.49,0.4808,0.9324,374162
1613176169674388,left,0.4788,0.4526,0.0898,23.66,0.4038,0.8462,245709
1613612449817357,left,1.0,0.955,0.1714,37.23,0.5326,0.8102,469036
1613748872979434,left,0.4832,0.4412,0.086,22.75,0.5333,0.8692,235355
1615502992790900,left,0.4921,0.4358,0.0693,26.12,0.4706,0.5599,189561
1615511883135923,left,0.5059,0.293,0.093,29.91,0.3492,0.8639,254377
1616028699756428,left,0.5049,0.4773,0.1267,18.25,0.5854,0.8956,346787
1618628982661287,left,0.5509,0.5114,0.13,25.55,0.617,0.8565,355627
1619888049021430,left,0.5148,0.4936,0.0646,20.29,0.3626,0.7941,176657
1620186985678839,left,0.6117,0.5716,0.1719,23.58,0.4886,0.5066,470348
1620862266030738,left,0.5158,0.4718,0.0795,29.57,0.3958,0.8792,217659
1621115982574472,left,0.5262,0.4931,0.1459,25.44,0.4592,0.9358,399335
1624123192105312,left,0.4847,0.4501,0.0888,21.55,0.5976,0.8958,242913
1624710778962540,left,0.5326,0.4837,0.0708,29.86,0.4352,0.8296,193810
1629136971856390,left,0.4896,0.4496,0.099,20.12,0.375,0.591,271038
1633823587607510,left,0.497,0.4491,0.0917,28.51,0.5778,0.9444,250993
1634863930855165,left,0.5721,0.5193,0.1899,33.02,0.4898,0.8437,519582
1635033530851705,left,0.5257,0.5059,0.1254,31.45,0.4359,0.7525,343247
1637617851009743,left,0.4896,0.4397,0.0572,31.23,0.3211,0.7228,156593
1639280144189531,left,0.5494,0.5168,0.1744,26.08,0.5478,0.8945,477166
1643888746968544,left,0.4718,0.1863,0.0374,43.5,0.3129,0.5846,102307
1645088613141377,left,0.4936,0.461,0.0878,34.45,0.4607,0.8146,240303
1646492249847493,left,0.544,0.5316,0.1803,34.21,0.5663,0.8171,493322
1646952663384058,left,0.5099,0.46,0.1511,22.21,0.5581,0.9291,413392
1647118166273072,left,0.5,0.456,0.1151,29.61,0.3396,0.6726,314857
1648004486557845,left,0.5158,0.4797,0.1607,36.67,0.5161,0.8433,439828
1650117639308295,left,0.5252,0.5015,0.0688,21.38,0.3733,0.5521,188357
1657209362119005,left,0.5173,0.4817,0.1561,25.5,0.3176,0.883,427154
1658547222251932,left,0.5227,0.498,0.1428,21.44,0.5676,0.8469,390671
1659388615041086,left,0.4773,0.4442,0.0354,21.63,0.3766,0.8298,96856
1663410808354336,left,0.4847,0.4165,0.094,13.24,0.3182,0.5065,257288
1665175641119366,left,0.4941,0.4293,0.0636,36.28,0.375,0.7531,174131
1666376207682771,left,0.5069,0.4689,0.0626,30.22,0.3818,0.871,171172
1671855550325076,left,0.4872,0.4634,0.0826,18.3,0.4286,0.882,226164
1672071113754869,left,0.4956,0.2732,0.0822,28.06,0.4468,0.8347,225053
1672866870220354,left,0.5301,0.4946,0.1164,32.56,0.5593,0.9405,318411
1675499350481480,left,0.587,0.5583,0.1315,32.05,0.3841,0.6049,359765
1677645109873829,left,0.4906,0.4817,0.0912,20.73,0.4762,0.7378,249524
1692239191738926,left,0.4684,0.2055,0.0194,39.07,0.3571,0.5468,53115
1714212816230732,left,0.5776,0.5287,0.1753,25.88,0.4444,0.8515,479674
1725896961699658,left,0.5366,0.4832,0.1292,25.91,0.4017,0.6847,353606
1742282276730947,left,0.4881,0.4555,0.0361,36.1,0.3125,0.4682,98823
1752836619007240,left,0.544,0.5203,0.1608,35.41,0.4412,0.8619,439958
1765820160752189,left,0.499,0.2861,0.0992,17.24,0.4595,0.9568,271522
1779740016027214,left,0.4802,0.4491,0.0667,30.24,0.3299,0.5792,182581
1780366265976540,left,0.5227,0.4832,0.138,26.81,0.3906,0.9182,377551
1792858938064595,left,0.5178,0.4748,0.1164,18.09,0.4286,0.8212,318400
1792928628760291,left,0.5222,0.4872,0.0287,38.03,0.4318,0.3574,78584
1793133204980152,left,0.5296,0.4842,0.14,32.28,0.4793,0.7712,383140
1796304477726613,left,0.5124,0.4763,0.0908,25.21,0.3636,0.5326,248377
1797318447624273,left,0.5035,0.2441,0.0476,26.53,0.3168,0.5895,130260
1805858450121103,left,0.5346,0.4783,0.1545,33.0,0.3714,0.9132,422656
1806901683348914,left,0.4921,0.1996,0.0568,34.1,0.3636,0.7807,155363
1806943120017447,left,0.4911,0.4501,0.0977,27.23,0.56,0.8591,267336
1808432099856251,left,0.504,0.4748,0.0801,37.09,0.4487,0.8227,219143
1809899239707760,left,0.5178,0.4852,0.1608,24.37,0.5217,0.8311,440121
1813138159349328,left,0.6438,0.6141,0.1729,32.17,0.2929,0.4802,473067
1816017949059117,left,0.4857,0.4402,0.0897,30.65,0.3455,0.6112,245388
1817533135623273,left,0.4931,0.4926,0.1304,24.26,0.5435,0.8343,356696
1818747878811544,left,0.5405,0.5059,0.1025,31.29,0.369,0.6917,280405
1819863378707823,left,0.503,0.4738,0.0965,28.38,0.4902,0.8675,264117
1825896141450886,left,0.4995,0.4086,0.0818,21.88,0.4253,0.8636,223766
1831449914189316,left,0.5198,0.2218,0.0721,42.61,0.3372,0.6916,197240
1833236913994278,left,0.5119,0.2307,0.0544,28.98,0.4235,0.6949,148940
1833403564034723,left,0.5336,0.499,0.1317,42.09,0.3667,0.6926,360401
1837556976895377,left,1.0,0.9995,0.104,22.1,0.4375,0.7329,284695
1839875673380248,left,0.5331,0.4649,0.1759,21.36,0.5455,0.9288,481255
1846555882686600,left,0.499,0.4452,0.0709,34.15,0.4667,0.8432,193885
1847518265954889,left,0.4916,0.4407,0.1145,20.17,0.3103,0.4469,313396
1849311509121493,left,0.498,0.4664,0.0814,25.39,0.5877,0.8718,222810
1853082572008459,left,0.4886,0.4511,0.0902,27.94,0.3571,0.8826,246780
1854834005164617,left,0.5385,0.3123,0.0455,34.94,0.3431,0.2832,124446
1855036105147629,left,0.496,0.2263,0.1046,22.18,0.4643,0.834,286291
1859839487982716,left,0.5099,0.164,0.0456,20.39,0.3968,0.7874,124764
1864139864225360,left,0.502,0.4585,0.0624,28.92,0.3488,0.8575,170806
1869474633690368,left,0.5455,0.4926,0.1181,38.68,0.404,0.8063,323255
1873793503259738,left,0.4911,0.4545,0.1232,26.75,0.4286,0.8929,337150
1874658056746065,left,0.4891,0.2263,0.0206,28.67,0.3538,0.6823,56461
1879579902663418,left,0.4926,0.4659,0.1563,22.24,0.5385,0.7874,427604
1883530372297446,left,0.4867,0.4541,0.0443,26.57,0.3176,0.4738,121173
1888191531782605,left,0.4886,0.414,0.1121,25.04,0.3519,0.8072,306667
1898549157453356,left,0.5143,0.4659,0.1205,24.25,0.3913,0.9282,329816
1902198201174691,left,0.5509,0.5212,0.0915,25.88,0.4,0.7739,250339
1902361157032663,left,0.4916,0.1907,0.0835,27.83,0.3881,0.9316,228375
1903219950564423,left,0.496,0.4689,0.1116,29.85,0.4933,0.906,305519
1909659836329062,left,0.4911,0.4585,0.0665,16.03,0.3077,0.7809,182006
1912610199462557,left,0.5227,0.4807,0.1358,24.01,0.4103,0.7732,371676
1913323989319236,left,0.5035,0.4704,0.1355,19.99,0.4474,0.8947,370696
1920436508847498,left,0.4827,0.3903,0.0319,31.22,0.3529,0.1604,87311
1921674285095721,left,0.499,0.456,0.0757,19.94,0.3404,0.861,207080
1921945082537056,left,0.4946,0.2372,0.0432,39.51,0.3846,0.5184,118143
1923209559076013,left,0.5025,0.4259,0.103,19.15,0.3766,0.9026,281793
1925735284695606,left,0.4891,0.4605,0.1119,29.17,0.4756,0.7706,306172
1925938285023282,left,0.5079,0.4274,0.1055,29.76,0.369,0.5969,288687
1927580108186516,left,0.4797,0.2194,0.0407,42.15,0.338,0.7366,111464
1929530577939423,left,0.5064,0.459,0.0871,18.15,0.4096,0.7789,238451
1932371080963155,left,0.5494,0.498,0.1707,27.49,0.3465,0.3429,467240
1933479480908877,left,0.4832,0.456,0.0914,21.48,0.3953,0.8823,250065
1934999747098672,left,0.4926,0.462,0.1187,21.5,0.3778,0.8258,324813
1935408714023889,left,0.5474,0.5074,0.1443,34.67,0.4923,0.8633,394761
1937508867194790,left,0.5,0.4595,0.0569,32.4,0.4386,0.8376,155759
1939348933659539,left,0.5138,0.4792,0.0783,24.53,0.6604,0.7198,214254
1939457446978586,left,0.4901,0.4486,0.0456,34.58,0.381,0.346,124847
1941813423103239,left,0.545,0.5005,0.1114,29.84,0.5,0.8805,304780
1941945686675363,left,0.496,0.4239,0.0324,32.94,0.3529,0.4353,88564
1944790573127091,left,1.0,0.9669,0.1628,29.16,0.5778,0.8393,445416
1945053652888990,left,0.5489,0.5044,0.1443,32.49,0.5556,0.9165,394964
1950921832512227,left,0.5035,0.4654,0.0892,33.47,0.3718,0.686,244217
1953407378618160,left,0.5514,0.5025,0.1636,36.48,0.5075,0.7957,447644
1953605509370365,left,0.5148,0.4427,0.0405,30.8,0.3554,0.3155,110922
1953813421869295,left,0.5805,0.5232,0.0745,26.09,0.4038,0.4586,203914
1957120565232814,left,0.503,0.4264,0.1336,17.64,0.3896,0.7637,365626
1961796694768196,left,0.5079,0.4466,0.0548,27.47,0.3577,0.8187,149970
1962586357939971,left,0.5751,0.5445,0.1455,26.95,0.4615,0.6194,398289
1964879987398920,left,0.4886,0.4526,0.1196,18.97,0.4524,0.9412,327307
1966402340922467,left,0.5489,0.5227,0.0789,23.98,0.6034,0.6791,215879
1966553673908321,left,0.5548,0.5114,0.1307,37.72,0.5825,0.8831,357779
1966728300943947,left,0.5109,0.2708,0.1208,20.48,0.5122,0.8613,330613
1967680834093415,left,0.498,0.4457,0.066,22.11,0.3167,0.6226,180731
1970566516861642,left,0.4921,0.4708,0.078,34.97,0.377,0.4089,213432
1971515097043011,left,0.498,0.4427,0.0938,26.3,0.4545,0.8587,256768
1971524160385278,left,0.4985,0.4595,0.1166,26.96,0.4167,0.9297,319137
1973644563495710,left,0.4906,0.4353,0.1118,22.06,0.3514,0.8523,306051
1979519106332591,left,0.5257,0.2999,0.0548,34.15,0.3984,0.5829,149914
1982438192616297,left,0.5272,0.4827,0.1138,27.95,0.4316,0.9002,311544
1987930478797928,left,0.4842,0.4615,0.1006,24.69,0.4615,0.8394,275404
1989219704963045,left,0.5771,0.538,0.187,48.25,0.4037,0.6497,511785
1989587184940422,left,0.4891,0.3429,0.115,18.13,0.5227,0.9626,314658
1997573460824732,left,0.5331,0.4951,0.1584,31.54,0.3718,0.8612,433336
2003324133939197,left,0.4605,0.416,0.0452,23.13,0.44,0.7269,123651
2003530596872081,left,0.5267,0.4896,0.1108,32.31,0.4554,0.8607,303188
2012348956164888,left,0.5301,0.5296,0.1413,30.98,0.4636,0.3735,386679
2012900589270037,left,0.5084,0.4817,0.1066,17.74,0.4595,0.8725,291637
2016892922487618,left,0.5361,0.4995,0.1225,37.98,0.4171,0.8242,335283
2023261624886089,left,0.6838,0.6324,0.1742,34.56,0.3409,0.3828,476755
2027996808117472,left,0.5746,0.5217,0.1791,29.99,0.5106,0.8722,490100
2028588434375563,left,0.4965,0.4728,0.0876,28.89,0.3725,0.8057,239844
2029691504268404,left,0.5504,0.4886,0.0498,38.14,0.3193,0.6513,136318
2030361164196097,left,0.4867,0.4615,0.1115,25.92,0.4432,0.7326,305045
2031018597679061,left,0.4951,0.4605,0.0802,21.13,0.5905,0.8931,219333
2034632727394646,left,0.4876,0.4649,0.1101,29.91,0.4615,0.8588,301232
2035613760694101,left,0.5415,0.4975,0.1334,38.41,0.3896,0.7998,364938
2035731086987244,left,0.5044,0.4753,0.0217,35.3,0.4242,0.3955,59333
2037452827207461,left,0.5035,0.4555,0.0902,30.29,0.4153,0.8385,246930
2042170446575558,left,0.5395,0.499,0.1448,28.75,0.4674,0.8007,396198
2050356179151510,left,0.5198,0.5064,0.1268,25.77,0.5811,0.9491,346977
2051827602332727,left,0.5296,0.4965,0.102,27.32,0.5333,0.7347,279188
2052274395563363,left,0.4956,0.4442,0.1066,18.03,0.4321,0.8069,291577
2056142318497163,left,0.4792,0.4348,0.0397,37.32,0.4189,0.4512,108529
2060721374781766,left,0.4901,0.4536,0.0531,26.7,0.3088,0.9209,145391
2061741804616985,left,0.6156,0.5889,0.0649,27.79,0.4861,0.6439,177577
2067508737369431,left,0.5005,0.4758,0.1163,24.6,0.5161,0.8241,318113
2076032736553621,left,0.5247,0.4906,0.1452,28.99,0.4225,0.8906,397204
2077018436422153,left,0.5188,0.4896,0.1581,34.44,0.3761,0.8285,432724
2077774999641264,left,0.5272,0.4886,0.1519,23.51,0.5,0.9627,415687
2080279266063760,left,0.4911,0.4541,0.0711,35.38,0.3816,0.6665,194675
2081528746022668,left,0.5188,0.4244,0.0909,35.99,0.3563,0.8879,248786
2090463178395884,left,0.5282,0.497,0.0936,26.84,0.3529,0.4709,256176
2091788491357333,left,0.5603,0.5277,0.1252,37.18,0.5479,0.8414,342580
2092468408221857,left,0.4797,0.4699,0.1074,15.38,0.4884,0.8073,294021
2094333128057638,left,0.9797,0.9363,0.1351,19.5,0.4198,0.8437,369708
2096708007793193,left,0.5331,0.4595,0.1325,22.69,0.4211,0.851,362524
2097603177698218,left,0.501,0.4625,0.1304,20.12,0.5604,0.941,356856
2102720863793656,left,0.5257,0.3888,0.0947,19.66,0.5673,0.934,259218
2105621613582738,left,0.5282,0.5064,0.1066,41.34,0.4286,0.6988,291783
2110237746471759,left,0.5035,0.4674,0.1802,25.29,0.354,0.252,493184
2110289229506518,left,0.4931,0.4679,0.1181,29.52,0.3415,0.5341,323072
2111034766098477,left,0.4911,0.4486,0.1174,21.12,0.4706,0.9064,321265
2112766746131292,left,0.4891,0.4634,0.103,21.32,0.3824,0.6126,281793
2117652189032184,left,0.5341,0.3923,0.1513,35.41,0.4352,0.916,414100
2118263178907946,left,0.4926,0.2648,0.0881,20.57,0.4833,0.9813,241083
2120070032102301,left,0.5069,0.5064,0.0836,25.46,0.5303,0.835,228843
2131308661056415,left,0.5049,0.4664,0.0759,32.1,0.3333,0.6568,207722
2138606653572871,left,0.5445,0.499,0.1431,27.15,0.4433,0.6891,391526
2138744600229190,left,0.5583,0.5203,0.1097,21.88,0.4808,0.8479,300313
2141771109911763,left,0.4812,0.4753,0.0451,22.93,0.32,0.6033,123320
2149541115817472,left,0.503,0.4486,0.1535,30.34,0.3646,0.5449,419929
2150005315768613,left,0.496,0.459,0.088,23.53,0.4681,0.943,240796
2150706065465659,left,0.5158,0.4763,0.1512,32.29,0.3611,0.8829,413750
2151770222322353,left,0.4891,0.4713,0.0817,23.51,0.41,0.8352,223535
2166185964213885,left,0.4901,0.4447,0.092,29.05,0.4545,0.889,251752
2189477504915041,left,0.5336,0.4773,0.1509,31.72,0.3814,0.9041,412836
2219556318571132,left,0.4867,0.4555,0.1087,22.39,0.5217,0.8613,297442
2225188971217956,left,0.4946,0.4526,0.0299,32.26,0.3784,0.7626,81781
2238853403307096,left,0.4926,0.458,0.1202,26.61,0.4865,0.9571,328830
2239560043234926,left,0.539,0.4911,0.1655,21.03,0.5385,0.8994,452923
2253307825496328,left,0.4985,0.461,0.0394,31.18,0.3896,0.5057,107869
2264610484025409,left,0.4985,0.4545,0.111,28.34,0.5789,0.8974,303657
2286498928495021,left,0.4941,0.4753,0.1039,32.78,0.3478,0.5997,284328
2287029911773877,left,0.5306,0.4985,0.0996,31.59,0.4423,0.573,272589
2305478866631529,left,0.5519,0.3384,0.1064,26.05,0.561,0.9398,291108
2311947809280657,left,0.501,0.4471,0.0383,28.67,0.3614,0.67,104686
2313606779133566,left,0.5025,0.4783,0.1239,29.07,0.4602,0.7889,339073
2329391920873851,left,0.5143,0.4797,0.0863,31.0,0.3793,0.8785,236115
2332799747219674,left,0.5188,0.4625,0.1142,25.17,0.3936,0.672,312386
2335116616961046,left,0.5282,0.5212,0.1496,30.22,0.5,0.8923,409276
2342411682927718,left,0.4857,0.4279,0.1199,20.28,0.5294,0.8904,327980
2350436382049233,left,0.5504,0.4921,0.1747,23.42,0.4038,0.5975,477997
2354717114989936,left,0.5534,0.5287,0.1658,27.52,0.5493,0.8357,453624
2364463624069568,left,0.503,0.4773,0.0879,19.74,0.4651,0.7275,240500
2365028200602902,left,0.5183,0.4797,0.1387,26.35,0.3761,0.8138,379424
2373132879823968,left,0.5227,0.4857,0.1371,26.17,0.4079,0.7777,375071
2388695104881758,left,0.4827,0.4501,0.09,25.17,0.4615,0.8205,246365
2392356001192940,left,0.5613,0.5198,0.1463,42.66,0.3667,0.7484,400279
2395531340919764,left,0.5069,0.4758,0.0743,26.23,0.5,0.906,203237
2403224660127890,left,0.5553,0.5435,0.1619,35.07,0.5595,0.8481,442929
2413476975733282,left,0.5203,0.4338,0.0703,27.49,0.375,0.8258,192272
24250524014645977,left,0.4852,0.2777,0.0815,23.95,0.3654,0.7838,222925
2437852359984838,left,0.5188,0.4832,0.0765,28.47,0.3515,0.446,209306
2439029319883313,left,0.5059,0.4788,0.0783,20.53,0.4186,0.7554,214224
2446793329109454,left,0.501,0.4521,0.1205,22.53,0.4902,0.9363,329644
2491281484601232,left,0.5178,0.4802,0.1014,28.46,0.5658,0.7685,277485
24926075520399526,left,0.5301,0.501,0.067,34.51,0.3654,0.5503,183336
2494197157679472,left,0.5005,0.4797,0.0921,27.87,0.5192,0.858,251969
25056061090735579,left,0.5662,0.5405,0.1834,24.19,0.4167,0.477,501801
25078312285182072,left,1.0,0.9526,0.0959,20.54,0.4062,0.7501,262437
25216932961340923,left,0.5568,0.5272,0.1495,27.15,0.4048,0.8901,409075
25333403462999284,left,0.5064,0.4486,0.0922,26.15,0.3868,0.84,252190
25394692796876999,left,0.5351,0.5069,0.1299,32.61,0.5529,0.8961,355473
25444593075213001,left,0.5534,0.5168,0.1183,20.84,0.2844,0.6819,323742
25552944791031238,left,0.4921,0.2885,0.1078,18.68,0.5,0.8985,295043
25567662999593838,left,0.5133,0.4531,0.0765,33.87,0.3818,0.8291,209409
25571553222514931,left,0.5173,0.5069,0.1621,23.11,0.5444,0.7834,443464
25585498311110676,left,0.4872,0.4526,0.0848,23.63,0.5789,0.909,232009
25648848208111094,left,0.4995,0.455,0.1174,21.01,0.5441,0.8757,321178
25661632140198133,left,0.498,0.2782,0.1296,19.44,0.52,0.9311,354735
25664075729916144,left,0.4906,0.2337,0.0607,35.72,0.375,0.708,166045
25688353324182506,left,0.5296,0.5025,0.1416,29.23,0.4524,0.5253,387557
25699868116289391,left,0.461,0.2105,0.0376,38.01,0.3673,0.6477,102966
25701781929453354,left,0.5257,0.4822,0.1169,25.35,0.5088,0.8692,319765
25701800862792233,left,0.5282,0.497,0.1469,40.54,0.4274,0.4405,401990
25739800855688201,left,0.5361,0.496,0.1003,35.22,0.5227,0.6626,274384
2577937799250423,left,0.4837,0.4476,0.0503,29.06,0.3182,0.7479,137667
25806640658957860,left,0.5311,0.4521,0.1297,31.53,0.5,0.8649,354992
25839137239054871,left,0.5212,0.4644,0.1392,37.04,0.359,0.8237,380920
25883774657913356,left,0.4783,0.4145,0.0751,33.68,0.44,0.7624,205387
25941159168812453,left,0.4896,0.459,0.1137,17.17,0.449,0.8704,311092
25948116811448741,left,0.4985,0.4634,0.102,30.81,0.5152,0.8571,279075
26041685642137829,left,0.5272,0.4664,0.0275,32.13,0.375,0.5899,75178
2606605919714336,left,0.5193,0.4778,0.0778,35.0,0.4082,0.7494,212911
26093257443625819,left,0.4758,0.211,0.0209,37.91,0.2778,0.3223,57326
26170091092615244,left,0.5568,0.5227,0.0784,27.67,0.413,0.6333,214646
26186658230952935,left,0.5227,0.3142,0.142,24.98,0.4,0.8964,388633
26191595990433365,left,0.5163,0.4783,0.108,31.96,0.4488,0.8883,295579
2623435681362850,left,0.5385,0.5015,0.1328,39.38,0.5306,0.8405,363454
26327141133560595,left,0.4867,0.4629,0.091,31.43,0.4156,0.7849,249110
26384959721101956,left,0.496,0.4338,0.0493,28.21,0.2716,0.8402,135031
26418006931137350,left,0.5025,0.4659,0.0774,38.26,0.3636,0.5053,211669
26491114927156578,left,0.4876,0.4649,0.0705,25.2,0.4314,0.5498,192811
26599201713001565,left,0.499,0.4452,0.1331,23.27,0.5217,0.8823,364106
26603202785948025,left,0.4817,0.4545,0.0696,20.82,0.4639,0.7564,190453
2661131714256130,left,0.5064,0.2796,0.109,21.03,0.3696,0.8692,298292
2664538753926429,left,0.5173,0.4911,0.1078,29.97,0.487,0.7686,294998
26773421845591290,left,0.5346,0.4975,0.1569,32.88,0.5571,0.8412,429318
2693278954398295,left,0.5203,0.503,0.126,28.2,0.5772,0.9468,344899
2699873210361170,left,0.5148,0.2569,0.057,28.65,0.337,0.5324,156078
2700694493631894,left,0.5371,0.4792,0.1394,29.63,0.35,0.4676,381534
2703105243402391,left,0.5035,0.3271,0.1554,25.78,0.3235,0.4568,425312
2708091806211436,left,0.501,0.461,0.0703,33.32,0.3956,0.8631,192326
2712677959095926,left,0.5232,0.4788,0.1477,19.82,0.5319,0.854,404108
2725775701107128,left,0.5711,0.538,0.0656,27.51,0.4375,0.6139,179471
2730740243957222,left,0.5044,0.4669,0.1266,22.05,0.4737,0.8863,346463
2734308896915290,left,0.5025,0.4654,0.0993,22.79,0.4235,0.8555,271787
2740385472989423,left,0.4758,0.1378,0.003,38.14,0.3088,0.5979,8081
2751006968584259,left,0.5904,0.5716,0.1765,15.38,0.5217,0.8485,482864
2760740610928167,left,0.5079,0.4753,0.1161,22.68,0.4219,0.9438,317709
2763917033951403,left,0.4862,0.2653,0.1061,16.56,0.5,0.8337,290438
2873726119497336,left,0.4634,0.1868,0.0257,36.7,0.3514,0.4856,70444
2901205776755471,left,0.5351,0.2925,0.1246,39.74,0.3692,0.8244,340894
2987573378095522,left,0.5459,0.5074,0.12,39.05,0.4249,0.7905,328435
3044887025696264,left,0.5331,0.5,0.1633,31.25,0.3934,0.8033,446807
3052473075143041,left,0.4832,0.4466,0.0537,22.45,0.5476,0.8959,146878
3058767840979538,left,0.5346,0.5,0.1003,26.32,0.3333,0.4709,274442
